Username,Comment,Post Link,Label
jufriadirasyid,Hampir ma ki 2 periode tdk ada perubahan 🤭😃🙏🙏,https://www.instagram.com/p/C4ZZEM1pvDq/,negatif
rianarayy,Carita,https://www.instagram.com/p/C4ZZEM1pvDq/,negatif
tacas69,Aman ji dari banjir musiman disitu.?,https://www.instagram.com/p/C4ZZEM1pvDq/,netral
ammanktawang,Padalle..😂,https://www.instagram.com/p/C4ZZEM1pvDq/,netral
patiroy_jr,😂😂,https://www.instagram.com/p/C4ZZEM1pvDq/,netral
omcox_,Sekira urusannya pusat knapa bapak ini yang slalu ada di statment agak lain memang 😂,https://www.instagram.com/p/C4ZZEM1pvDq/,negatif
umarwahyu62,Jadi tappa ki ini  semua ???,https://www.instagram.com/p/C4ZZEM1pvDq/,netral
ophiemakassar790,Itu GBK na tau ji bilang proyek mercusuar presiden saat itu? maksudnya dilihat megah dari luar tapi banyak air mata menangis oleh proyek tersebut.,https://www.instagram.com/p/C4ZZEM1pvDq/,netral
muh_syahrir.d,Semoga lancar,https://www.instagram.com/p/C4ZZEM1pvDq/,positif
joey_klashnikov,Gaskan pembangunan 🔥.,https://www.instagram.com/p/C4ZZEM1pvDq/,positif
kikoirnto045_,Kelazz🔥,https://www.instagram.com/p/C4ZZEM1pvDq/,positif
RoelRoel-ky7cb,Hub Anies dulu nanti tersinggung dia pernah janji bangun Stadion?!😂 ,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugzd4ZpoIhKYLjnwlC54AaABAg,negatif
Blacktutori4l,Tdk usah mi besar bikin cukup kayak stadion abdullah bin khalifah di qatar yg na pake indo vs korsel mantap itu,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgwFKKx067gRnknl6jR4AaABAg,positif
derbougies3458,Pemerintah Sulsel mau bangun stadion??hanya janji2 yg sudah ada 3 tahun lalu makanya punya pemimpin itu yg punya prinsip Bugis Makassar yg tau MALU (siri),https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugx1ZyDNzbBIG83IK294AaABAg,negatif
fashaimanullah3799,Wuuuuiizz ada abrorrrrrr,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgzFQp5FWW-ezy-BGQN4AaABAg,netral
user-zg6hk1de6z,ewako pemerintah pusat,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugz8CDG__7R-s30tVt94AaABAg,negatif
abdulrasyid4736,Paling bagus lengkap bertaraf internasional ada jalur sepeda/ lomba lari dan lebih bagus juga pakai atap karena sudiang lokasinya jalur pesawat supaya tdk terganggu oleh suara pesawat,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugw1Orzf,positif
oyybenerin9322,Ada pi baru percayakah klo ada stadion bertaraf internasional karena yg sdh hanya omong kosong doang,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgwNx5cS_q3HVMHppmd4AaABAg,negatif
agusmurdiyanto4734,Dibangunkan stadion oleh pemerintah pusat patut di syukuri Gak perlu muluk muluk kapasitas 20 / 30 rb sudah cukup biaya nya sudah mencapai 400 m.,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgydfN6qmQDxmbkIm5J4AaABAg,positif
user-fu7hj2gs3w,Mudah mudahan lanjut terus amin,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgxxDudRyd5axZ6Kr_F4AaABAg,positif
jhonbere7389,MAKASSAR MANTAP 👍🙏,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgzaWX8Qg4APFSDHoEZ4AaABAg,positif
aliemzbankid9409,Ga usah besar2 buat stadium asal rapi dan standar fifa itu sdh cukup,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgxjMfsGGh0VmirvYMd4AaABAg,positif
bayobayo3788,Indonesia ini heran kalau mau bangun stadion ya stadion saja jangan ada lapangan atletik di dalamnya mau lomba lari atau bola.,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugyxi82RmX4OzqdNh4Z4AaABAg,netral
arisya3525,Setelah transportasi umum fasilitas olahraga problem selanjutnya. Untuk event nasional aja tidak banyak. Stadion GOR  atau pun venue olahraga lainnya. Untuk luar Jawa harusnya bisa bersaing dengan Palembang. misalnya,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgzDGehw4LCVExN4HKN4AaABAg,netral
rubensatriawanp,Tagih sj kemenejeman PSM yg dari partai golkar dulu pas musim kampanye katanya sdh siap groundbreaking stadion dengan anggaran 400 milyar tapi setelah pemilu selesai ternyata hanya zonk 😂😂 ,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgxA6CzN,negatif
rubensatriawanp,Mirisnya makassar yg ngakunya kota metropolitan tapi anehnya tdk punya sarana olahraga yg jangankan berstandar internasional yg standar nasional sj tdk punya 🐒🙈,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgwVHAe9ek4D8ktUueZ4AaABAg,negatif
andifirman3643,Harap2 stadion bertaraf internasional tau2nya standar tingkat RT,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgxchtETeAVXnYCn-CB4AaABAg,negatif
andifirman3643,Ya begitulah kalau seandainya stadion itu dipulau Jawa pastinya sudah selesai dibangun,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgyJDcRdXiczlObaO6h4AaABAg,negatif
VenandraFPJKT,Yang terpenting memenuhi STANDAR FIFA itu adalah yang paling baik untuk semua. Jangan sampai banyak koar² bikin stadion BERTARAF INTERNASIONAL STANDAR FIFA.... eh malah jadinya STADION STANDAR GRENBUILDING.. Jangan sampai mempermalukan Indonesia lagi INDONESIA❤ ,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugx5YAsqc86_3zloKsV4AaABAg,positif
opiclyric4733,stadion manahan bang,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgzTv-b_r68i4sI4R2V4AaABAg,netral
penjualbaksosukses7819,Berani taruhan 10 juta kalau terwujud  paling juga dikorupsi lagi,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgwPftATMPAm9seNmlx4AaABAg,negatif
Zhukasuka,Nah setuju sama pendapatnya mas reza. Biar kapasitas kecil kalo tanpa trek lari itu jauh lebih enak saat nonton karena jarak ke lapangan lebih dekat. Dari segi estetika juga bagus 👍,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugylq5EEbQ9,positif
RojikinSyair,Simpel dan sederhana. yg penting setandar FIFA. Ada apa dengan kota makassar .,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgxKNckqX2357vDI9_x4AaABAg,positif
abduljaharuddin8405,Tidak muluk2 sih yg penting terbangun tadi janji2 lagi kasihan psm sampai ke balikpapan,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgzI8xEKgMue9n43z0h4AaABAg,positif
chrisazura,Makassar sudah fix ada stadion baru kah?,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgyUQVmJEoszpHcTW-R4AaABAg,netral
damaranggara-dd4bl,update rumput ji bang,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=UgyxoW-JVepTl2Gogsd4AaABAg,netral
DoniPrastyo-rh6nr,Hadir bang ❤❤❤,https://www.youtube.com/watch?v=dXG69jDEWKU&lc=Ugwexj-O5WWHFhDvzrB4AaABAg,netral
lutherbunga2401,Siap siap jadi lahan korupsi di sulsel 😢😢😢,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzJHQkAJSnTjLMskO54AaABAg,negatif
kurosanji694,Awas aja di korup lagi kayak Barombong masyarakat sulsel tolong di awasi,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzEtppZtCsON06uMpl4AaABAg,negatif
penjualbaksosukses7819,Kalau aspirasi masyarakat sudah lama pak tapi pemprov tutup mata dan gila harta,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzK6BrGrssa9Pnf8vR4AaABAg,negatif
alileachannel,waaaah menyesal buka channel ini yg komen para kadrun semua dan kelompoknya si nyinyir udah merasa paling benar aja selalu menghujat pemerintah emangnya kamu bisa apa ? bisanya mengkritik doang andai kadrun disuruh kerja pasti gak bener,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzIw6TdFlYz6hCARGd4AaABAg,netral
datokmaringgih8998,dulu Wakil presiden Jusuf Kala knp gak buatin? karena masih sibuk masalah E-ktp si Novianto,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugw8tq5Wc2C-lAh4Xt14AaABAg,negatif
Ardi-je9bm,Kalau RI 1 sdah bilang bangun stadion pasti akan tercapai,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugy8YcnImelkLeQWXuB4AaABAg,positif
bogemz596,Di ntt pak tolong di bikin biar ada  bibit seperti marcelino7😢😢,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwmHvKdYSJJA8I7zJ94AaABAg,netral
robeeteam3399,🙃,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwLFx7nP4iq4-16JoJ4AaABAg,netral
ferryfauziono489,Bismilah.. semoga jadi ya allah.,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwRDotn47vgmaGRe1Z4AaABAg,positif
vjdika5884,mantap mudah mudahan tidak dikorupsi lagi sama tikus tikus kantor,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzIw6TdFlYz6hCARGd4AaABAg,positif
indariyantiputri8309,HALAAAAHH... MUK🌚DI CR korupsi yg tak terlihat 🤭😃 YG KEMAREN sajaA RA NTUS MALAH KEPO dgn STADION JI KINI MO NGULANG LaGi ⁉️⁉️⁉️🤭😃🤷🤔🌚,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyUOYIYg7YP,negatif
user-fw4td6xx8g,Yang urgent itu bangun lumbung padi dan bangun perekonomian untuk kesejahteraan rakyat Indonesia. Memang membangun perekonomian Indonesia itu sangat sulit tidak semudah membangun infrastruktur seperti bandara pelabuhan dan jalan tol. D, https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwT0VX_I38FOrI5KCt4AaABAg,negatif
inoekertapati9294,Itu janji atau omong kosong belaka. Di ahir jabatannya masih janji2 juga,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwT0VX_I38FOrI5KCt4AaABAg,negatif
mangdukhon9296,Janji terussss....... Tebar pesona.....,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxRCnrEJLYc5OEb4j54AaABAg,negatif
vinawindamariyam2744,He jokowi mau pensiun kamu kok sibuk sendiri gak ngereken rakyatnya yg demo2 itu emang nya Indonesia ini milik pribadimu ta kok kamu  gak ngereken rakyat mu  heran aku liat kamu ini,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugwif,negatif
yuliustotting3767,Sebenarnya sudah ada peluang  2 x  JK Wapres.. tapi tdk ada yg di buat untuk sulsel.. Semoga jokowi- tulus dan betul2 mau membangun stadion kelas dunia standar FIFA..,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzNAKppJhMDnxP-V1B4AaABAg,positif
aripinjalil5997,Membangun apa pun oleh pemerintah semua nya uang RAKYAT UNTUK RAKYAT,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwDzZmJtJ2b1cw_mGd4AaABAg,positif
mistianah8410,Ide orang dipakai supaya mereka diam  hmmm kebiasaan,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwygJApxpQYR38gXCp4AaABAg,negatif
yuliustotting3767,Semoga jadi Kenyataan harapan seluruh rakyat indonesia khusus nya Sulsel.,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyoLy218XP5cwRxUxJ4AaABAg,positif
mitchpermana2671,Bukan 5 atau 11 tapi 4  4 bintang 😂 ,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugxo9KFpAUqS1beqQLJ4AaABAg,netral
riantalesang7055,Tolong PM makassar kalau dikasi dana dari pusat jangan lagi dikorupsi biar ada stadion standar internasional biar kota makassar lebih maju gaisss dan jangan makassar tok dibangun diseluruh provinsi di indonesia harus dibangun stadion,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugxo9KFpAUqS1beqQLJ4AaABAg,positif
default9220,Alhamdulillah,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwVxswDyhQ1mXhIqqp4AaABAg,positif
pakde8733,Yg komen jelek pasti kau mm kadrun,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgymwX-DASg58lGG5c14AaABAg,netral
wangseng-gn3cc,pemerintah daerah makassar kerjanya pada ngapain aja? ngurus stadion dari dulu gak kelar2 sampe2 presiden yg harus turun tangan.. apa gak malu sama daerah2 lain yg bisa bangun stadion sendiri tanpa masalah,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzX1FzoJfFfQ-OY8PR4A,negatif
user-qm2mi8ie4h,Kapan presiden kita perhatikan kabupaten poso tempat ku lahir butuh perkembangan apa 😢,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxmPqPkwL-6YgFhqTJ4AaABAg,netral
arsaswan1078,Serius nanya Masih ada yang percaya janji bapak ini? Minimal Di Tunjukin dululah mata anggarannya di APBN 2024 ada apa tidak bangun stadion didalamnya baru bisa percaya,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzX1FzoJfFfQ-OY8PR4A,negatif
meuthiaentha7093,Pemerintahan DAERAH kerjanya apa oii???? Itu sempat2 senyum ya Allah sumpah muka tembok bangsat bukannya malu malah senyum2 gak jelas amit2 Sehat selalu Pak Jokowi dan team 💖🔥💪😇 ,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwlkAv5fYBHWmsPUFN4AaABAg,negatif
muhamaddadat31,bikin sembako,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugw9Z87E5BG5nTZVw2d4AaABAg,netral
suwarto3548,Stadion hak pemda kalau membangun baru. Itu progres Presiden Jokowi Progres itu beda beda menejemen kadang,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxXVPKAkoEs8l9cLO94AaABAg,netral
masdikarullah2311,Ngomong janji itu paling gampang banget,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzjgFYpAcnkqRYZ9mh4AaABAg,negatif
ahmadpopay7867,Mobil ESEMKA 10 thn gak muncul2 janji bangun stadion diJKT waktu gubernur eh belum dibangun sudah ditinggalin sudah mau habis jabatan janji lagi dimakassar 😂😅 Beras dulu urus pak bbm ikn bansos hutang negara gimana 🤣,https://www.youtube.com/watch?v,negatif
ninaonyoutube1967,Akan didukung dan dilanjutkan oleh Prabowo-Gibran,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugw8_uK4st-r5MjF4Cd4AaABAg,positif
martinflow1410,Mantap Presiden jokowi dodo presiden terbaik sepanjang masa.,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzMIVIZ9ILzwYpm_dF4AaABAg,negatif
azhariefendi3094,Cuma blusukan ngambil hati dah banyak yang memakzulkan pak peresiden itu,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxFrtNZd_0TxmI_xqB4AaABAg,negatif
azhariefendi3094,Gak guna loh nanti aja sesuai pergantian peresiden,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugxw8q7JbHQPKelFerZ4AaABAg,negatif
ardyadi7906,Saya salut sama presiden Jokowi namun saya bodoh akibat politik warna warni... Semoga Bapak presidenku Jokowi bisa merangkap Watimpres 🇮🇩kelak ✊,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwFIZ_BtO0NS_Qj2Qh4AaABAg,positif
noerdianschannel7467,Kalo tandanya ada mentri pupr bumn apalagi ketua umum PSSI ada pak jokowi saya yakin 100% dipenuhi kan sudah dijelaskan jangan dikira jabatan presiden sudah mau usai dana tidak akan keluar faktanya dulu psm juara liga rela dikash hadiah pribadi pak ketua, https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwFIZ_BtO0NS_Qj2Qh4AaABAg,positif
jongjonin2169,Makasar dan maluku tidak punya setadion internasional.. Padahal pemain sepakbola dunia keturunan sulawesi banyak...,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugz3RCMtpB6bZZbwuuF4AaABAg,netral
roseblue9683,Stadion yg biasa di pake sama PSM itu mending di renovasi total dibanding bikin yang baru tapi ya tidak apa apa juga sih biar di makasasr banyak stadion bagus,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugy4UBhcQPQ-emldi0R4AaABAg,positif
ridhofamilychannel3361,Saatnya juga di luar jawa di bangun stadion2 berstandar international,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyAcbm5H7FGj8nzT5F4AaABAg,positif
nurhdi666,Mantap..  Lanjutkan...,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyuA3qT1wXGyTg7pxp4AaABAg,positif
hasan_borneo2487,Harus nya Stadion kapasitas 100 ribu bukan 40 ribu.... Kerena masyarakat makassar sudah banyak.... Stadion nya serbaguna kayak stadion real madrid....,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzPLfnc5RgXY9Grm4F4AaABAg,positif
rubensatriawanp,Semoga tdk hanya sekedar janji yg janji kanjuruhan katanya mau dirobohin dan dibangun baru saja ternyata realisasinya hanya diplester dan dicat ulang 😂😂,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzP1CcpP8Np32xNJSx4AaABAg,positif
frensiscognonutunonutu,Mantap Pak Presiden tidak gampang posisinya Beliau ketika Elit Partai politik dan masa pendukung banyak yang membenci beliau terkait cawe cawe pemilu juga ..tapi Beliau tetap kerja tetap blusukan dan membangun negeri ini,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwFIZ_BtO0NS_Qj2Qh4AaABAg,positif
trisyustina2640,Janji bohong gimana mau buat stadion sebentar lagi Oktober jabatan nya sudah mau habis. Urusin beras dan bahan pangan yang melonjak naik biar rakyat tidak kelaparan itu yang penting,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxrZ3Tx50mGyX,negatif
ioneandri2096,Manis tapi beracun...,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugy0cuP2U6p641iDTu54AaABAg,negatif
robieryun6188,😂😂😂😂 Ada kali kontraknya... Bohong kalau tidak ada... Udah permainan secara itu  bukan program PSN tapi mendak tiba mau bangun stadion... Berapa tahun pak pj nunggunya ?? Bertahun ya pak...??? padahal pak jokowi sudah 9 tahun menjabat,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwFIZ_BtO0NS_Qj2Qh4AaABAg,negatif
ontv7313,Jgn ambil hati sama masarakat... Demokrasi negara dulu baru bangun ini itu..,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxubbatHUUjzNFmSOp4AaABAg,negatif
djames693,😂😂😂 Bangun terus. Beras mahal tidak apa-apa. Penting ada program makan siang gretong.,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxCVX68f3_AV8quuKJ4AaABAg,negatif
abdulharis1943,Buktikan,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugy1rspaR-HHFNnPWVZ4AaABAg,netral
yadi211,Harusnya harga pangan dulu di stabil kan baru cawe lagi 😂😂 ,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxpBQpEmxXhb_QS2iF4AaABAg,negatif
qodrimaimoris856,ojo kesusu nanti hutang bertambah,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwI3fqUv9jvXOt_QOB4AaABAg,negatif
deddysaputro2208,Yg mendewakan stadion jis coba lihat rekam jejak stadionnya waktu pertama kali mulai di bangun...😂😂😂😂,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgzTqik3pCfkva_e0it4AaABAg,negatif
joearmstrong9675,Halah tai  dasar orang licik bisanya cuma nyuri program orang,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugwgr6tVGnjYSpzgCeF4AaABAg,negatif
pandawabeach4249,Visi amin di laksanakan pakde,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugz1dldK1qdFZ3Qfl394AaABAg,positif
pejuangrupiah759,Benar pak... kasihan Makasar gak punya stadion... pada hal punya tim sekelas PSM Makassar,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgwmDEZIjP6gaRDyo8Z4AaABAg,positif
gatotsoekarno6844,Membangun stadion sudah mau habis jabatan jadi roro jonggrang nih😅 program siapa tuh bangun stadion bisanya jiplak 😅,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=Ugx1AAzz9TwjauyR2HZ4AaABAg,negatif
user-zp8fb2op8i,Kedepankan rakyat pak banyak anak yang putus sekolah dan msh banyak orang yang ketidakmampuan sekarang beras lagi mahal 😂 ,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyGJL97eHYyBzO94uB4AaABAg,negatif
anggaraa8320,Janji anies kampanye jokowi libas ikn bagaimana 😂 ,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgxSAplFJUrCf2ox5114AaABAg,netral
miminJiarto,Rakus Sudah mau pensiun,https://www.youtube.com/watch?v=HS0aYcHHrC4&lc=UgyhvYsmPgvzlNe64rh4AaABAg,negatif
MisronGanteng,Masyarakat makassar sudah terlanjur kecewa hanya rencana dan janji belaka oleh pemerintah provinsi  kota,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugx7AzNZAvYAmNIC2814AaABAg,negatif
teknikarea3522,Kapan kira kira nyatanya..... sudah 3 tahun rencana melulu... kayaknya pemprov cuma serius 50%,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxIZ-uOe1rgvQ6VACV4AaABAg,negatif
user-ju2lx9uj3s,Yakin saya nanti hasilnya tidak sesuai harapan,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzdyarRU_duLv0guVB4AaABAg,negatif
rustammangnga8441,Jgn coba2 korupsi lagi karna ini wacana pak Jokowi dan dikerjakan oleh pupr.,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugz1Jpw_VsEG5L2z2N94AaABAg,positif
bonberbonber9579,Kota paling memalukan seindonesia Metropolitan tapi tidak punya stadion wkwkwk Kepala daerah pada kemana itu Apa pejabat daerah Sulawesi selatan sudah kebal dan tebal muka dengan rasa malu,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwWE-zxXNE8YiDlDIp4AaABAg,negatif
bonberbonber9579,5000 penonton waoo padahal cuma desain wkwkwk,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugwwom0eVnQe5gZGaQR4AaABAg,negatif
bonberbonber9579,Stadion rencana dan arsitek doang Bukan kenyataan,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxCyJV9o-nY-KCY6MJ4AaABAg,negatif
user-vf9gi1nz1d,Bikin terus rancangan nya sampai numpuk tapi  tidak di bangun 😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwEGr8jdBcC-boy4Xt4AaABAg,negatif
aasrialfarabi6444,Janji stadion di makassar sama halnya janji caleg😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxhJ1FNvkPtdjgBs794AaABAg,negatif
ruslantenreng2971,Suku di Sulawesi terkenal dengan martabat dan hati mereka dulu...,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugx-rJstk8hqkTjJ0994AaABAg,netral
farahliaa-7080,Sudah banyak stadion dimakassar tapi stadion desain yang banyak saya cinta PSM tapi prihatin kok kota sebesar  Makassar sampai sekarang stadion belum ada yang kelar ²..,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugwzesbc_bzAa7u8iAx4AaABAg,negatif
sudirmanjihsudirman2720,hanya rencana dan perencanaan tidak terbukti,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwcsLAdJ5sV3TntCMx4AaABAg,negatif
adinaries9767,Pejabat pemerintah daerah sama saja dengan Pejabat Pusat udah ngga takut sama TUHAN meskipun disumpah dibawah kitab suci. Haram dijadikan sesuatu yang Halal,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwWkpojI0pf92WGywx4AaABAg,negatif
mansyurthamor9890,Hoax tingkat dewa tiada hari tanpa janji janji palsu wacana ini bakal jadi lahan korupsi berjamaah tidak heran kalau di Sulawesi selatan itu banyak jago design gambar tapi itu hanya sebagai iming iming semata,https://www.youtube.com/watch?v,negatif
wengayounitednasionalissej7177,DI MAKASSAR 2 CALON STADION BARU (NEW MATTOANGING & BAROMBONG) AJA BELUM KELAR APALAGI TAMBAH LAGI INI.... JADI NAMBAH CANDI BARU... 😢😢😅,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxOG64Jq3H18L7GY054AaABAg,negatif
riniandriani2572,Subuh pi.😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugwge18GvoTep3zIbzB4AaABAg,netral
hendraadisaputra1213,Barombong jilid 2😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxAXecZiUDwCY0ZE-54AaABAg,negatif
2G8090,Makasar siraja mimpi stadion tiap tahun wkwkwk,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwveNXXxF1cO5YF32B4AaABAg,negatif
RahmatRaffasya,Stadion barombong saja lanjutkan gengsi amat pemerintah,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwxuqtsBQgxX-HxChd4AaABAg,negatif
wandi1838,Hahahahahah ketawa aja dulu nanti pi ngakak,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugx4em7mph0wF7EHe-14AaABAg,negatif
miswarmaiseng3317,Banyak rencana tapi gak ada yg jadi jadi..,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxroDZP6Et102XLmjZ4AaABAg,negatif
dodifebriyanto5192,Barombong aja di sempurna kan,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgyS0IzzApz3PJOYX5N4AaABAg,negatif
fauzuladhim7427,Kalau benar mending PUPR sendiri yg bagun jgn pemprov nanti d barombong jilid 2😅🙏,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxArAPPLPU3hx33Hh94AaABAg,negatif
kenzihimura-kd7lg,calon mangkrak episode ke dua setelah barombong dan matoanging yg dirubuhkan 😂😂,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgxAZHvhn77mxi7xucJ4AaABAg,negatif
MarlinSai,Mattoangin International Stadium # insya Allah pak Anies Baswedan Presiden  #anies,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugw45xuHIDISwF9aplp4AaABAg,netral
lailajalaljrchanel7216,Kayak markasnya inter miami,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwPbuVQk_3XZ5QZWrZ4AaABAg,netral
OppoA-so4sm,Cuma mimpi,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgzxA2QC1Il9Og3rroZ4AaABAg,negatif
RajjaofficialOffcial-gv2np,Mantap satu lagi rencana pembangunan stadion di Makasar dan yang nampak cuma gambar nya sj stadion entah kapan rampungnya.,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=UgwnEwBlA2XRRYJTaq94AaABAg,negatif
duwigonteng461,cuma wacana,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugxu3ueKSEpuzAoW4kZ4AaABAg,negatif
BenyHirwan,Terlalu Lama Kalau Bulan November Karena Presidennya Bukan Lagi Pak Jokowi Begitu Juga Dengan Menteri PUPR nya. Karena Lain Presiden Lain Juga Kebijakan ..... Miris Kota Makassar Atau Sulawesi Selatan Pada Umumnya Selalu sAja Di PHP,https://www.youtube.com/watch?v=zHUD8MgBsGM&lc=Ugzrtkbkyw-1G9tKpuR4AaABAg,negatif
